fips,unemp,year
22123,11.9,2017
22125,5.1,2017
22127,7.8,2017
23001,3.6,2017
23003,5.7,2017
23005,2.9,2017
23007,4.4,2017
23009,4.7,2017
23011,3.6,2017
23013,3.6,2017
23015,3.8,2017
23017,4.8,2017
23019,4.4,2017
23021,5.4,2017
23023,3,2017
23025,5.8,2017
23027,4.2,2017
23029,6.2,2017
23031,3.4,2017
24001,6.1,2017
24003,3.7,2017
24005,4.5,2017
24009,3.8,2017
24011,4.7,2017
24013,3.5,2017
24015,5.1,2017
24017,4.2,2017
24019,6,2017
24021,3.7,2017
24023,5.5,2017
24025,4.1,2017
24027,3.2,2017
24029,4.7,2017
24031,3.3,2017
24033,4.4,2017
24035,3.8,2017
24037,4.1,2017
24039,7,2017
24041,4.1,2017
24043,4.9,2017
24045,6,2017
24047,9,2017
24510,6.3,2017
25001,4.7,2017
25003,4.3,2017
25005,4.7,2017
25007,5,2017
25009,3.8,2017
25011,3.3,2017
25013,5,2017
25015,3.3,2017
25017,3,2017
25019,4.2,2017
25021,3.2,2017
25023,3.9,2017
25025,3.4,2017
25027,3.9,2017
26001,7.4,2017
26003,8,2017
26005,3.7,2017
26007,5.7,2017
26009,6.8,2017
26011,8.1,2017
26013,7.9,2017
26015,3.8,2017
26017,5.2,2017
26019,6.4,2017
26021,4.8,2017
26023,4.6,2017
26025,4.6,2017
26027,4.6,2017
26029,5.3,2017
26031,9,2017
26033,7.4,2017
26035,7.2,2017
26037,3.6,2017
26039,7.4,2017
26041,6.3,2017
26043,5.2,2017
26045,4,2017
26047,6.2,2017
26049,5.4,2017
26051,6.8,2017
26053,6.5,2017
26055,4.1,2017
26057,5,2017
26059,4.9,2017
26061,5.9,2017
26063,5,2017
26065,4.1,2017
26067,4.1,2017
26069,7.1,2017
26071,6.5,2017
26073,4.5,2017
26075,4.7,2017
26077,3.9,2017
26079,6.9,2017
26081,3.4,2017
26083,8.4,2017
26085,7.3,2017
26087,6.5,2017
26089,4.7,2017
26091,4.5,2017
26093,4.2,2017
26095,6.5,2017
26097,9.4,2017
26099,5.3,2017
26101,6.3,2017
26103,5.6,2017
26105,5.6,2017
26107,5.4,2017
26109,5.6,2017
26111,4.5,2017
26113,5.7,2017
26115,4.3,2017
26117,5,2017
26119,9.7,2017
26121,5.2,2017
26123,4.7,2017
26125,4.2,2017
26127,7.1,2017
26129,7.5,2017
26131,8.3,2017
26133,5.5,2017
26135,7.2,2017
26137,5.7,2017
26139,3.2,2017
26141,9.2,2017
26143,8.1,2017
26145,5.1,2017
26147,6.2,2017
26149,4,2017
26151,6,2017
26153,9.1,2017
26155,5.1,2017
26157,6.1,2017
26159,5.5,2017
26161,3.4,2017
26163,6.4,2017
26165,5.6,2017
27001,7,2017
27003,3.8,2017
27005,4.7,2017
27007,5.3,2017
27009,4.5,2017
27011,4.9,2017
27013,3.2,2017
27015,4.1,2017
27017,5.4,2017
27019,3.3,2017
27021,6.7,2017
27023,4.5,2017
27025,4.4,2017
27027,3.5,2017
27029,9.6,2017
27031,4.6,2017
27033,7.3,2017
27035,5.1,2017
27037,3.4,2017
27039,3.8,2017
27041,3.5,2017
27043,4.4,2017
27045,4.1,2017
27047,3.9,2017
27049,3.8,2017
27051,4.7,2017
27053,3.4,2017
27055,4,2017
27057,6.5,2017
27059,4.7,2017
27061,8.7,2017
27063,4.5,2017
27065,6.6,2017
27067,3.8,2017
27069,4.7,2017
27071,8.5,2017
27073,4.3,2017
27075,6.5,2017
27077,4.7,2017
27079,4.9,2017
27081,3.6,2017
27083,3.6,2017
27085,4.5,2017
27087,5.7,2017
27089,7.4,2017
27091,4.2,2017
27093,4.5,2017
27095,6,2017
27097,5.7,2017
27099,3.2,2017
27101,4.8,2017
27103,2.8,2017
27105,3.8,2017
27107,4.9,2017
27109,3,2017
27111,4.4,2017
27113,5.8,2017
27115,5.9,2017
27117,3.9,2017
27119,4.4,2017
27121,3.6,2017
27123,3.6,2017
27125,7.2,2017
27127,4.1,2017
27129,5.3,2017
27131,3.5,2017
27133,2.3,2017
27135,5.1,2017
27137,5.8,2017
27139,3.3,2017
27141,4.1,2017
27143,4.3,2017
27145,3.8,2017
27147,3.6,2017
27149,3,2017
27151,5.3,2017
27153,4.7,2017
27155,3.7,2017
27157,3.7,2017
27159,6,2017
27161,4.3,2017
27163,3.4,2017
27165,5,2017
27167,3.3,2017
27169,3.6,2017
27171,3.9,2017
27173,3.9,2017
28001,8.3,2017
28003,5.2,2017
28005,7.4,2017
28007,6.7,2017
28009,6.7,2017
28011,7.3,2017
28013,5.4,2017
28015,7.5,2017
28017,6.6,2017
28019,5.7,2017
28021,11.4,2017
28023,6.8,2017
28025,8.1,2017
28027,8.8,2017
28029,6.5,2017
28031,5.5,2017
28033,4.2,2017
28035,5.7,2017
28037,7.2,2017
28039,7.4,2017
28041,7.3,2017
