fips,unemp,year
28043,5.2,2017
28045,6.1,2017
28047,5.5,2017
28049,5.4,2017
28051,11,2017
28053,11.4,2017
28055,14.3,2017
28057,5,2017
28059,6.5,2017
28061,7.7,2017
28063,14.9,2017
28065,8.3,2017
28067,6.1,2017
28069,8.7,2017
28071,4.8,2017
28073,4.5,2017
28075,5.9,2017
28077,7.1,2017
28079,6.1,2017
28081,4.8,2017
28083,9.3,2017
28085,5.7,2017
28087,6.2,2017
28089,4.3,2017
28091,6.6,2017
28093,6,2017
28095,6.3,2017
28097,6.4,2017
28099,5.8,2017
28101,6,2017
28103,8.3,2017
28105,5.5,2017
28107,7.4,2017
28109,6,2017
28111,7.1,2017
28113,6.8,2017
28115,4.8,2017
28117,5.5,2017
28119,9.7,2017
28121,4,2017
28123,4.6,2017
28125,8.9,2017
28127,5.4,2017
28129,5.3,2017
28131,6.7,2017
28133,9.5,2017
28135,6.8,2017
28137,5.8,2017
28139,5.5,2017
28141,5.5,2017
28143,7.1,2017
28145,4.4,2017
28147,7.7,2017
28149,6.4,2017
28151,9,2017
28153,7.3,2017
28155,6.3,2017
28157,10.2,2017
28159,7.1,2017
28161,6.2,2017
28163,7.4,2017
29001,5.7,2017
29003,3.8,2017
29005,4.6,2017
29007,4.2,2017
29009,4.5,2017
29011,5.2,2017
29013,5.3,2017
29015,6.1,2017
29017,5.1,2017
29019,3.2,2017
29021,4.1,2017
29023,5.7,2017
29025,4.6,2017
29027,4.1,2017
29029,5.7,2017
29031,4.3,2017
29033,5.4,2017
29035,7,2017
29037,4.1,2017
29039,5,2017
29041,4.3,2017
29043,3.9,2017
29045,7.3,2017
29047,3.9,2017
29049,4.2,2017
29051,3.6,2017
29053,4.9,2017
29055,5.3,2017
29057,4.4,2017
29059,5.5,2017
29061,3.8,2017
29063,4.4,2017
29065,5.4,2017
29067,6.1,2017
29069,8.2,2017
29071,4.4,2017
29073,4.3,2017
29075,3.7,2017
29077,3.8,2017
29079,4.6,2017
29081,4.2,2017
29083,5,2017
29085,5.6,2017
29087,3.3,2017
29089,4.4,2017
29091,6.3,2017
29093,7.1,2017
29095,5.1,2017
29097,4.1,2017
29099,4.3,2017
29101,4.9,2017
29103,3.5,2017
29105,5.5,2017
29107,4.3,2017
29109,4.3,2017
29111,4.5,2017
29113,4.5,2017
29115,6.8,2017
29117,3.9,2017
29119,4.3,2017
29121,4.8,2017
29123,5.5,2017
29125,5,2017
29127,4.3,2017
29129,4.6,2017
29131,5.2,2017
29133,6.6,2017
29135,4.3,2017
29137,4.8,2017
29139,4.6,2017
29141,5.8,2017
29143,9.3,2017
29145,4.3,2017
29147,4.6,2017
29149,6.1,2017
29151,3.4,2017
29153,7.3,2017
29155,8.9,2017
29157,3.5,2017
29159,4.9,2017
29161,4.7,2017
29163,4.5,2017
29165,3.6,2017
29167,4.8,2017
29169,5.4,2017
29171,4.5,2017
29173,4,2017
29175,5.2,2017
29177,4.9,2017
29179,6.5,2017
29181,7,2017
29183,3.5,2017
29185,6.3,2017
29186,4.6,2017
29187,5.5,2017
29189,4.2,2017
29195,4.7,2017
29197,6.3,2017
29199,4.1,2017
29201,5.7,2017
29203,7.4,2017
29205,4.1,2017
29207,6.4,2017
29209,7,2017
29211,5.8,2017
29213,7.4,2017
29215,6.2,2017
29217,4.8,2017
29219,4.2,2017
29221,6.3,2017
29223,5.4,2017
29225,4.9,2017
29227,3,2017
29229,5.9,2017
29510,5.4,2017
30001,3.3,2017
30003,7.2,2017
30005,4.6,2017
30007,4.9,2017
30009,3.9,2017
30011,2.9,2017
30013,4,2017
30015,3.8,2017
30017,3.5,2017
30019,2.6,2017
30021,3.9,2017
30023,3.8,2017
30025,3.6,2017
30027,3.9,2017
30029,5.6,2017
30031,2.8,2017
30033,2.8,2017
30035,8.6,2017
30037,4.4,2017
30039,5.9,2017
30041,4.3,2017
30043,4.6,2017
30045,3.4,2017
30047,4.7,2017
30049,3.3,2017
30051,3.1,2017
30053,9,2017
30055,2,2017
30057,3.8,2017
30059,4,2017
30061,7.6,2017
30063,3.7,2017
30065,5.1,2017
30067,4.3,2017
30069,4.8,2017
30071,5.3,2017
30073,4.2,2017
30075,2.3,2017
30077,5,2017
30079,3.4,2017
30081,4.8,2017
30083,5,2017
30085,5.3,2017
30087,5.5,2017
30089,7.8,2017
30091,3.3,2017
30093,4.3,2017
30095,4,2017
30097,3.1,2017
30099,3.7,2017
30101,3.5,2017
30103,4.5,2017
30105,3.4,2017
30107,5.1,2017
30109,3.8,2017
30111,3.6,2017
31001,3.3,2017
31003,2.7,2017
31005,6.2,2017
31007,3.8,2017
31009,4.5,2017
31011,2.8,2017
31013,3.8,2017
31015,3.2,2017
31017,3.9,2017
31019,2.6,2017
31021,3.8,2017
31023,3.3,2017
31025,3.5,2017
31027,2.7,2017
31029,2.2,2017
31031,2.4,2017
31033,3,2017
31035,3.3,2017
31037,3,2017
31039,3,2017
31041,2.5,2017
31043,4.3,2017
31045,3.1,2017
31047,3.1,2017
31049,2.8,2017
31051,3.5,2017
31053,3.2,2017
31055,3.5,2017
31057,2.3,2017
31059,2.9,2017
31061,3.1,2017
31063,3,2017
31065,2.9,2017
31067,3.5,2017
31069,3.4,2017
31071,2.8,2017
31073,2.7,2017
31075,2.4,2017
31077,3.3,2017
31079,3.8,2017
31081,2.9,2017
31083,2.6,2017
31085,2.5,2017
31087,3.8,2017
31089,2.6,2017
31091,3.8,2017
31093,3.5,2017
31095,2.5,2017
31097,3.3,2017
31099,2.5,2017
31101,3.1,2017
31103,2.1,2017
31105,4.3,2017
31107,3.2,2017
31109,2.9,2017
31111,3.2,2017
31113,2.9,2017
31115,3.6,2017
31117,2.4,2017
31119,2.9,2017
31121,3.8,2017
31123,3.4,2017
31125,2.8,2017
31127,3.8,2017
31129,3.1,2017
31131,3.5,2017
31133,2.4,2017
31135,2.3,2017
31137,2.6,2017
31139,2.8,2017
31141,3.7,2017
31143,2.8,2017
31145,3,2017
31147,3.4,2017
31149,2.7,2017
31151,3.2,2017
31153,3,2017
31155,3.2,2017
31157,3.6,2017
31159,3,2017
31161,3,2017
31163,3.3,2017
31165,2.8,2017
31167,2.7,2017
31169,2.6,2017
31171,3.4,2017
31173,5,2017
31175,3,2017
31177,3.3,2017
31179,2.8,2017
31181,3.3,2017
31183,2.3,2017
31185,2.8,2017
32001,5.4,2017
32003,5.8,2017
32005,5.6,2017
32007,4.5,2017
32009,4.5,2017
32011,4.6,2017
32013,5.4,2017
32015,6.2,2017
32017,5.1,2017
32019,7.4,2017
32021,6.6,2017
32023,7.3,2017
32027,5.9,2017
32029,6.3,2017
32031,5,2017
32033,4.6,2017
32510,6.1,2017
33001,2.8,2017
33003,3,2017
33005,2.7,2017
33007,3.9,2017
33009,2.4,2017
33011,3,2017
33013,2.5,2017
33015,3,2017
33017,2.5,2017
33019,2.4,2017
34001,7.4,2017
34003,4.2,2017
34005,4.4,2017
34007,5.5,2017
34009,9.8,2017
34011,7.5,2017
34013,6,2017
34015,5.1,2017
34017,4.7,2017
34019,3.8,2017
34021,4.3,2017
34023,4.4,2017
34025,4.4,2017
34027,3.9,2017
34029,5.2,2017
34031,6.1,2017
34033,6.3,2017
34035,4.1,2017
34037,4.7,2017
34039,5.2,2017
34041,4.6,2017
35001,5.8,2017
35003,8.2,2017
35005,6.8,2017
35006,8.3,2017
35007,6.1,2017
35009,5.1,2017
35011,4.9,2017
35013,7.2,2017
35015,6.6,2017
35017,6.6,2017
35019,6.5,2017
35021,7.2,2017
35023,5.7,2017
35025,9.5,2017
35027,6,2017
35028,4.2,2017
35029,14.7,2017
35031,9.5,2017
35033,8.8,2017
35035,6,2017
35037,6.9,2017
35039,7.5,2017
35041,5.7,2017
35043,6.7,2017
35045,8.9,2017
35047,7.7,2017
35049,5.4,2017
35051,8.5,2017
35053,7.5,2017
35055,8.5,2017
35057,9.1,2017
35059,4.1,2017
35061,7.2,2017
36001,4,2017
36003,6.2,2017
36005,7.1,2017
36007,5.4,2017
36009,5.9,2017
36011,5,2017
36013,5.8,2017
36015,5.7,2017
36017,5,2017
36019,5.3,2017
36021,3.7,2017
36023,5.7,2017
36025,5.5,2017
36027,4.2,2017
36029,4.9,2017
36031,5.3,2017
36033,5.6,2017
36035,5.7,2017
36037,4.6,2017
36039,5,2017
36041,6.5,2017
36043,5.5,2017
36045,6.2,2017
36047,5.3,2017
36049,6.7,2017
36051,4.9,2017
36053,5.2,2017
36055,4.7,2017
36057,5.7,2017
36059,3.9,2017
36061,4.5,2017
36063,5.8,2017
36065,4.8,2017
36067,4.5,2017
36069,4.3,2017
36071,4.3,2017
36073,5.7,2017
36075,6.4,2017
36077,4.9,2017
36079,4,2017
36081,4.5,2017
36083,4.3,2017
36085,5.2,2017
36087,4.2,2017
36089,6.6,2017
36091,3.8,2017
36093,4.3,2017
36095,5.4,2017
36097,6,2017
36099,4.7,2017
36101,5.8,2017
36103,4.3,2017
36105,4.8,2017
36107,5.1,2017
36109,4.1,2017
36111,4.4,2017
36113,5.2,2017
36115,4.6,2017
36117,4.9,2017
36119,4.2,2017
36121,5.3,2017
36123,4.4,2017
37001,4.7,2017
37003,4.3,2017
37005,5.6,2017
37007,5.8,2017
37009,4.8,2017
37011,5,2017
37013,5.7,2017
37015,6.7,2017
37017,6.9,2017
37019,6.3,2017
37021,3.8,2017
37023,4.9,2017
37025,4.5,2017
37027,5.2,2017
37029,5.2,2017
37031,5.2,2017
37033,5.4,2017
37035,4.7,2017
37037,4.2,2017
37039,5.6,2017
37041,6.4,2017
37043,5.4,2017
37045,5.5,2017
37047,6.4,2017
37049,5.3,2017
37051,6.3,2017
37053,5.2,2017
37055,6.7,2017
37057,4.8,2017
37059,4.5,2017
37061,5.4,2017
37063,4.5,2017
37065,8.6,2017
37067,4.9,2017
37069,5.1,2017
37071,5.3,2017
37073,5.2,2017
37075,8.8,2017
37077,4.3,2017
37079,5.2,2017
37081,5.2,2017
37083,8,2017
37085,5.7,2017
37087,4.6,2017
37089,4.2,2017
37091,6.5,2017
37093,6.5,2017
37095,9.4,2017
37097,4.8,2017
37099,5.4,2017
37101,4.6,2017
37103,5.3,2017
37105,5.9,2017
37107,5.9,2017
37109,4.6,2017
37111,4.8,2017
37113,5.4,2017
37115,4.9,2017
37117,6.7,2017
37119,4.7,2017
37121,6.1,2017
37123,5.2,2017
37125,5,2017
37127,6.6,2017
37129,4.7,2017
37131,7.3,2017
37133,5.5,2017
37135,4.3,2017
37137,5.3,2017
37139,6.3,2017
37141,5.3,2017
37143,6.4,2017
37145,5.5,2017
37147,5.5,2017
37149,4.7,2017
37151,4.9,2017
37153,7,2017
37155,7.9,2017
37157,5.6,2017
37159,5.5,2017
37161,6.7,2017
37163,5.4,2017
37165,9.2,2017
37167,4.6,2017
37169,4.8,2017
37171,4.8,2017
37173,6.1,2017
37175,4.9,2017
37177,8.4,2017
37179,4.3,2017
37181,7.2,2017
37183,4.2,2017
37185,7.3,2017
37187,7.4,2017
37189,4.5,2017
37191,5.8,2017
37193,4.8,2017
37195,8.1,2017
37197,4.4,2017
37199,5.2,2017
38001,2.7,2017
38003,3.3,2017
38005,4.1,2017
38007,3.2,2017
38009,4.8,2017
38011,2.2,2017
38013,4.9,2017
38015,2.6,2017
38017,2.3,2017
38019,2.7,2017
38021,2,2017
38023,2.7,2017
38025,3.1,2017
38027,4.5,2017
38029,4.5,2017
38031,3.1,2017
38033,2.8,2017
38035,2.4,2017
38037,3.2,2017
38039,3,2017
38041,3.1,2017
38043,3.9,2017
38045,2.5,2017
38047,3.5,2017
38049,5.1,2017
38051,3.2,2017
38053,3.8,2017
38055,3.6,2017
38057,4.6,2017
38059,3.3,2017
38061,3.1,2017
38063,3.5,2017
38065,5.4,2017
38067,5.1,2017
38069,4.1,2017
38071,2.9,2017
38073,2.3,2017
38075,4.1,2017
38077,2.8,2017
38079,11,2017
38081,2,2017
38083,5.8,2017
38085,4.4,2017
38087,2.5,2017
38089,4,2017
38091,2.2,2017
38093,2.5,2017
38095,2.3,2017
38097,2.9,2017
38099,3.9,2017
38101,4.2,2017
38103,4,2017
38105,4.4,2017
39001,7.5,2017
39003,5,2017
39005,5,2017
39007,6,2017
39009,6.2,2017
39011,3.7,2017
39013,7.4,2017
39015,5.7,2017
39017,4.4,2017
39019,6.8,2017
39021,4.5,2017
39023,5.2,2017
39025,4.4,2017
39027,5.8,2017
39029,6.6,2017
39031,7,2017
39033,6,2017
39035,5.4,2017
39037,4.1,2017
39039,4.8,2017
39041,3.5,2017
39043,5.5,2017
39045,4.2,2017
39047,4.4,2017
39049,4,2017
39051,4.6,2017
39053,6.7,2017
39055,4.4,2017
39057,4.3,2017
39059,7,2017
39061,4.3,2017
39063,3.6,2017
39065,5,2017
39067,7.5,2017
39069,5.3,2017
39071,6.3,2017
39073,5.4,2017
39075,3.5,2017
39077,6.5,2017
39079,7.8,2017
39081,8.3,2017
39083,4.5,2017
39085,4.8,2017
39087,6.4,2017
39089,4.3,2017
39091,4.2,2017
39093,5.9,2017
39095,5.1,2017
39097,3.8,2017
39099,6.3,2017
39101,5,2017
39103,4.3,2017
39105,8.3,2017
39107,3.2,2017
39109,4.3,2017
39111,11.1,2017
39113,4.8,2017
39115,8.1,2017
39117,4.9,2017
39119,6,2017
39121,8.6,2017
39123,6.4,2017
39125,4.6,2017
39127,6.2,2017
39129,4.7,2017
39131,7.4,2017
39133,5,2017
39135,4.7,2017
39137,3.6,2017
39139,5.5,2017
39141,5.5,2017
39143,4.7,2017
39145,7.6,2017
39147,4.8,2017
39149,4.1,2017
39151,5.4,2017
39153,5,2017
39155,6.7,2017
39157,5.7,2017
39159,3.8,2017
39161,4,2017
39163,7,2017
39165,4.1,2017
39167,6.9,2017
39169,3.9,2017
39171,4.4,2017
39173,4.1,2017
39175,3.7,2017
40001,6,2017
40003,3.4,2017
40005,6.7,2017
40007,3.2,2017
40009,7.5,2017
40011,3.8,2017
40013,4.4,2017
40015,5.4,2017
40017,4,2017
40019,5.2,2017
40021,5.6,2017
40023,7.8,2017
40025,2.5,2017
40027,3.9,2017
40029,7.5,2017
40031,4.7,2017
40033,4.9,2017
40035,4.9,2017
40037,5.9,2017
40039,4.7,2017
40041,5,2017
40043,4.1,2017
40045,3.9,2017
40047,4.3,2017
40049,5.4,2017
40051,5,2017
40053,3.3,2017
40055,7.5,2017
40057,3.9,2017
40059,3.9,2017
40061,8.4,2017
40063,7.5,2017
40065,4.5,2017
40067,7.2,2017
40069,5.9,2017
40071,6.4,2017
40073,3.4,2017
40075,5.4,2017
40077,8.8,2017
40079,7,2017
40081,5.3,2017
40083,4.1,2017
40085,3.2,2017
40087,4.2,2017
40089,7.2,2017
40091,9,2017
40093,4.2,2017
40095,5.1,2017
40097,5.2,2017
40099,4.5,2017
40101,5.5,2017
40103,3.7,2017
40105,6.2,2017
40107,6.2,2017
40109,4.3,2017
40111,7.2,2017
40113,5.8,2017
40115,5.1,2017
40117,6.7,2017
40119,3.8,2017
40121,6.3,2017
40123,4.1,2017
40125,4.7,2017
40127,7.6,2017
40129,5.2,2017
40131,5.1,2017
40133,7.1,2017
40135,6.3,2017
40137,9.7,2017
40139,3.5,2017
40141,4.5,2017
40143,4.7,2017
40145,4.8,2017
40147,4.9,2017
40149,7.2,2017
40151,3.3,2017
40153,6.3,2017
41001,6.4,2017
41003,3.9,2017
41005,4.4,2017
41007,4.8,2017
41009,6.2,2017
41011,6.5,2017
41013,7,2017
41015,6.9,2017
41017,4.9,2017
41019,6.4,2017
41021,5.9,2017
41023,7.8,2017
41025,6.3,2017
41027,4.2,2017
41029,5.8,2017
41031,6.7,2017
41033,6.6,2017
41035,6.9,2017
41037,6.4,2017
41039,5.1,2017
41041,5.7,2017
41043,5.8,2017
41045,5.6,2017
41047,5.1,2017
41049,5,2017
41051,4.3,2017
41053,5.1,2017
41055,4.6,2017
41057,5,2017
41059,5.4,2017
41061,5.9,2017
41063,6.7,2017
41065,4.9,2017
41067,4.2,2017
41069,4.3,2017
41071,4.7,2017
42001,4,2017
42003,5.2,2017
42005,7.6,2017
42007,6.3,2017
42009,5.9,2017
42011,5,2017
42013,5.3,2017
42015,6.6,2017
42017,4.6,2017
42019,5.1,2017
42021,6.9,2017
42023,7.5,2017
42025,6,2017
42027,4.2,2017
42029,3.9,2017
42031,6.4,2017
42033,7.4,2017
42035,7.1,2017
42037,5.6,2017
42039,6,2017
42041,4.1,2017
42043,4.8,2017
42045,4.9,2017
42047,5.6,2017
42049,6.6,2017
42051,8.2,2017
42053,8,2017
42055,5.2,2017
42057,6.4,2017
42059,7.8,2017
42061,7.1,2017
42063,7.3,2017
42065,6.9,2017
42067,5.4,2017
42069,5.7,2017
42071,4.2,2017
42073,6.8,2017
42075,4.5,2017
42077,5.4,2017
42079,6.4,2017
42081,6.7,2017
42083,6.7,2017
42085,6,2017
42087,5.8,2017
42089,6.3,2017
42091,4.2,2017
42093,4.3,2017
42095,5.2,2017
42097,6.3,2017
42099,4.7,2017
42101,6.8,2017
42103,6.4,2017
42105,7.9,2017
42107,6.2,2017
42109,4.7,2017
42111,7.3,2017
42113,7.2,2017
42115,5.7,2017
42117,7.2,2017
42119,4.8,2017
42121,7.3,2017
42123,5.5,2017
42125,6.2,2017
42127,5.9,2017
42129,5.9,2017
42131,6.2,2017
42133,4.7,2017
44001,4.6,2017
44003,4.8,2017
44005,4.7,2017
44007,5.7,2017
44009,4.8,2017
45001,5.3,2017
45003,4.8,2017
45005,8.5,2017
45007,4.4,2017
45009,9,2017
45011,7,2017
45013,4.6,2017
45015,4.4,2017
45017,6,2017
45019,3.9,2017
45021,5.7,2017
45023,6.9,2017
45025,4.8,2017
45027,6.3,2017
45029,5.4,2017
45031,6,2017
45033,6.6,2017
45035,4.4,2017
45037,5.5,2017
45039,7,2017
45041,5.1,2017
45043,6.5,2017
45045,4.1,2017
45047,5,2017
45049,5.7,2017
45051,5.6,2017
45053,4.2,2017
45055,5.1,2017
45057,5.2,2017
45059,5,2017
45061,6.9,2017
45063,4,2017
45065,5.5,2017
45067,8.4,2017
45069,8.2,2017
45071,4.4,2017
45073,5,2017
45075,8.6,2017
45077,4.8,2017
45079,4.7,2017
45081,4.4,2017
45083,4.6,2017
45085,5.7,2017
45087,6,2017
45089,7.5,2017
45091,4.5,2017
46003,2.1,2017
46005,2.5,2017
46007,3.7,2017
46009,2.6,2017
46011,2.6,2017
46013,2.5,2017
46015,2.4,2017
46017,7.9,2017
46019,3.2,2017
46021,2.8,2017
46023,3,2017
46025,3.7,2017
46027,2.8,2017
46029,2.9,2017
46031,4.2,2017
46033,3.8,2017
46035,2.3,2017
46037,4.1,2017
46039,4.6,2017
46041,8.5,2017
46043,2.4,2017
46045,2.2,2017
46047,4.2,2017
46049,2.5,2017
46051,3.1,2017
46053,2.9,2017
46055,2.3,2017
46057,3.2,2017
46059,2,2017
46061,3.2,2017
46063,2.7,2017
46065,2.2,2017
46067,2.4,2017
46069,2.5,2017
46071,3.9,2017
46073,2.2,2017
46075,2.3,2017
46077,2.5,2017
46079,3.2,2017
46081,3.1,2017
46083,2,2017
46085,4.5,2017
46087,2.3,2017
46089,3.3,2017
46091,3.6,2017
46093,3,2017
46095,3.9,2017
46097,2.5,2017
46099,2.4,2017
46101,3.4,2017
46102,10,2017
46103,2.9,2017
46105,2.8,2017
46107,2.6,2017
46109,3.9,2017
46111,2.8,2017
46115,2.9,2017
46117,2.2,2017
46119,2.2,2017
46121,6.1,2017
46123,2.1,2017
46125,2.7,2017
46127,2.9,2017
46129,4.8,2017
46135,2.4,2017
46137,4.2,2017
47001,5,2017
47003,5.1,2017
47005,7.3,2017
47007,7.1,2017
47009,4.5,2017
47011,4.5,2017
47013,7,2017
47015,4.7,2017
47017,6.8,2017
47019,5.7,2017
47021,4,2017
47023,5.1,2017
47025,6.3,2017
47027,6.7,2017
47029,6.5,2017
47031,4.8,2017
47033,5.3,2017
47035,6,2017
47037,3.6,2017
47039,7,2017
47041,5.7,2017
47043,4.4,2017
47045,6.3,2017
47047,5.2,2017
47049,6.3,2017
47051,5,2017
47053,6,2017
47055,4.1,2017
47057,5.5,2017
47059,5.5,2017
47061,6.7,2017
47063,5.2,2017
47065,4.7,2017
47067,8,2017
47069,6.3,2017
47071,6.1,2017
47073,5.5,2017
47075,6.6,2017
47077,7,2017
47079,5.9,2017
47081,4.6,2017
47083,7.7,2017
47085,6.1,2017
47087,7.2,2017
47089,5.4,2017
47091,4.9,2017
47093,4.1,2017
47095,7.9,2017
47097,7.8,2017
47099,5.8,2017
47101,6.1,2017
47103,4.2,2017
47105,4.8,2017
47107,5.5,2017
47109,7.1,2017
47111,4.4,2017
47113,5,2017
47115,6.4,2017
47117,4.6,2017
47119,4.1,2017
47121,6.9,2017
47123,5.4,2017
47125,5.2,2017
47127,3.9,2017
47129,6.6,2017
47131,7.2,2017
47133,5.5,2017
47135,6.5,2017
47137,6.7,2017
47139,5.8,2017
47141,5,2017
47143,7.4,2017
47145,5.6,2017
47147,4.2,2017
47149,3.8,2017
47151,7.6,2017
47153,5.9,2017
47155,5,2017
47157,5.5,2017
47159,4.6,2017
47161,7,2017
47163,5.3,2017
47165,3.9,2017
47167,5.8,2017
47169,4.9,2017
47171,7.2,2017
47173,5.8,2017
47175,6.3,2017
47177,4.9,2017
47179,4.9,2017
47181,6.7,2017
47183,6.1,2017
47185,5.1,2017
47187,3.5,2017
47189,3.9,2017
48001,4.3,2017
48003,4.8,2017
48005,6,2017
48007,5.7,2017
48009,4.4,2017
48011,2.8,2017
48013,5.3,2017
48015,5.3,2017
48017,4.4,2017
48019,4.1,2017
48021,3.7,2017
48023,3.6,2017
48025,7.7,2017
48027,4.4,2017
48029,3.7,2017
48031,3.1,2017
48033,3.6,2017
48035,4.3,2017
48037,4.7,2017
48039,5.2,2017
48041,3.4,2017
48043,3.8,2017
48045,4.4,2017
48047,11.9,2017
48049,4.4,2017
48051,4.7,2017
48053,3.5,2017
48055,4.3,2017
48057,5.6,2017
48059,4.3,2017
48061,7.2,2017
48063,6.8,2017
48065,3.4,2017
48067,7.3,2017
48069,3.1,2017
48071,6.1,2017
48073,5.2,2017
48075,3.1,2017
48077,4.5,2017
48079,5.6,2017
48081,4.1,2017
48083,5.9,2017
48085,3.5,2017
48087,3.5,2017
48089,4.8,2017
48091,3.6,2017
48093,4.3,2017
48095,3.6,2017
48097,4,2017
48099,4.5,2017
48101,5.4,2017
48103,8.5,2017
48105,7.6,2017
48107,4.4,2017
48109,3.8,2017
48111,2.3,2017
48113,4,2017
48115,5.1,2017
48117,3.1,2017
48119,4,2017
48121,3.4,2017
48123,5.6,2017
48125,5.1,2017
48127,7.2,2017
48129,4.3,2017
48131,11.1,2017
48133,5.5,2017
48135,6.4,2017
48137,4.9,2017
48139,3.8,2017
48141,4.9,2017
48143,4.1,2017
48145,4.5,2017
48147,3.8,2017
48149,3.7,2017
48151,4.4,2017
48153,5.2,2017
48155,3.9,2017
48157,5,2017
48159,5,2017
48161,6.9,2017
48163,5,2017
48165,3.7,2017
48167,5.3,2017
48169,3.9,2017
48171,2.8,2017
48173,3.8,2017
48175,5.8,2017
48177,4.3,2017
48179,7,2017
48181,3.8,2017
48183,6.1,2017
48185,6.7,2017
48187,3.6,2017
48189,5.7,2017
48191,7.1,2017
48193,4.9,2017
48195,3.1,2017
48197,3.9,2017
48199,6.1,2017
48201,5.3,2017
48203,6.1,2017
48205,2.2,2017
48207,4.4,2017
48209,3.3,2017
48211,3.8,2017
48213,4.7,2017
48215,7.8,2017
48217,4.5,2017
48219,4.7,2017
48221,4.7,2017
48223,4,2017
48225,4.5,2017
48227,5.6,2017
48229,6.7,2017
48231,4.3,2017
48233,5.6,2017
48235,3.2,2017
48237,4.9,2017
48239,4.8,2017
48241,7.8,2017
48243,2.9,2017
48245,7,2017
48247,9.6,2017
48249,10.7,2017
48251,4.3,2017
48253,5.9,2017
48255,4.9,2017
48257,3.8,2017
48259,3.2,2017
48261,5.2,2017
48263,3,2017
48265,3.6,2017
48267,3.9,2017
48269,4,2017
48271,6,2017
48273,6.9,2017
48275,4.4,2017
48277,4.6,2017
48279,6.6,2017
48281,4.1,2017
48283,5.2,2017
48285,4.3,2017
48287,3.8,2017
48289,6.6,2017
48291,7.6,2017
48293,5.7,2017
48295,4.6,2017
48297,6,2017
48299,4.1,2017
48301,4.3,2017
48303,3.4,2017
48305,4,2017
48307,4.6,2017
48309,4,2017
48311,2.2,2017
48313,5.1,2017
48315,7.1,2017
48317,4.4,2017
48319,3.7,2017
48321,7.4,2017
48323,11.3,2017
48325,4.4,2017
48327,4.6,2017
48329,4.4,2017
48331,5.2,2017
48333,4.2,2017
48335,7.2,2017
48337,5,2017
48339,4.9,2017
48341,3,2017
48343,11,2017
48345,3.7,2017
48347,4.7,2017
48349,4.2,2017
48351,8.1,2017
48353,4.9,2017
48355,5.7,2017
48357,5.4,2017
48359,3,2017
48361,6.8,2017
48363,5.6,2017
48365,7.4,2017
48367,4.1,2017
48369,2.5,2017
48371,5.9,2017
48373,6.3,2017
48375,3.3,2017
48377,10.7,2017
48379,4,2017
48381,3,2017
48383,6.6,2017
48385,5.7,2017
48387,5.9,2017
48389,5.6,2017
48391,6.8,2017
48393,4.7,2017
48395,5,2017
48397,3.5,2017
48399,4.1,2017
48401,5.8,2017
48403,9.6,2017
48405,9.1,2017
48407,6.3,2017
48409,7.6,2017
48411,3.4,2017
48413,5.7,2017
48415,5.9,2017
48417,3.9,2017
48419,6,2017
48421,2.9,2017
48423,4.5,2017
48425,4.7,2017
48427,13.6,2017
48429,5.3,2017
48431,4.2,2017
48433,4.6,2017
48435,8,2017
48437,4.3,2017
48439,3.9,2017
48441,3.7,2017
48443,4.1,2017
48445,4.9,2017
48447,3.7,2017
48449,6.2,2017
48451,4.5,2017
48453,3.1,2017
48455,6.3,2017
48457,7.6,2017
48459,6.5,2017
48461,5.4,2017
48463,5.3,2017
48465,6.3,2017
48467,4.3,2017
48469,5.4,2017
48471,5.3,2017
48473,5.7,2017
48475,5.8,2017
48477,5.1,2017
48479,4.9,2017
48481,5,2017
48483,5,2017
48485,4.4,2017
48487,4.8,2017
48489,12.4,2017
48491,3.3,2017
48493,3.9,2017
48495,7.9,2017
48497,4.8,2017
48499,5.3,2017
48501,4.7,2017
48503,4.4,2017
48505,11,2017
48507,14.1,2017
49001,5,2017
49003,3.5,2017
49005,3.1,2017
49007,5.9,2017
49009,4.9,2017
49011,3.1,2017
49013,8.9,2017
49015,6.3,2017
49017,8.4,2017
49019,5.8,2017
49021,4.3,2017
49023,3.6,2017
49025,3.8,2017
49027,3.3,2017
49029,3,2017
49031,6,2017
49033,3.2,2017
49035,3.2,2017
49037,8,2017
49039,3.9,2017
49041,4.4,2017
49043,3.1,2017
49045,3.8,2017
49047,9.3,2017
49049,3,2017
49051,3.3,2017
49053,3.7,2017
49055,7.7,2017
49057,3.8,2017
50001,3.1,2017
50003,3.8,2017
50005,4.1,2017
50007,2.5,2017
50009,5.9,2017
50011,3.2,2017
50013,4,2017
50015,4.3,2017
50017,3.1,2017
50019,5.2,2017
50021,3.9,2017
50023,3.2,2017
50025,3.3,2017
50027,2.9,2017
51001,4.8,2017
51003,3.5,2017
51005,5.1,2017
51007,4.2,2017
51009,4.3,2017
51011,4.6,2017
51013,2.6,2017
51015,3.6,2017
51017,3.7,2017
51019,4.1,2017
51021,5.2,2017
51023,3.6,2017
51025,6,2017
51027,10.8,2017
51029,5.3,2017
51031,4.4,2017
51033,4.4,2017
51035,5.1,2017
51036,4.5,2017
51037,5,2017
51041,3.8,2017
51043,3.5,2017
51045,4.7,2017
51047,3.8,2017
51049,4.6,2017
51051,9.9,2017
51053,4.8,2017
51057,4.8,2017
51059,3.2,2017
51061,3.4,2017
